native_pin,mdl_yr,mfg_dt,eph_decal_model_nm,end_cptr_dt,max_Total.Separator.Hours,end_engn_hours_Total.Separator.Hours,Mid_Latitude,Mid_Longitude,Header.Width, City,State,Country
1Z0S660APHA100c34a63,2017,3/1/2017,S660,11/20/2025,3273,4824.2,49.9,26.4,8.7,Вовківці,Khmelnytskyi Oblast,Ukraine
1H0S680SPF0775474,2015,3/5/2015,S680,12/10/2025,3009.5,4307.85,35.7,-89,10.363,Bells,Tennessee,United States
1J0S670BCF0110108,2015,8/28/2015,S670,12/11/2025,7255.2,10912.55,-34.4,-62.3,12.1,Pichincha,Buenos Aires Province,Argentina
1Z0T660AJGL0fc8a9b81,2016,2/9/2016,T660,12/3/2025,4966.3496,8134.8,42.6,-5.2,4.95,Valdepolo,León,Spain
1H0S680SJC0746779,2012,6/22/2012,S680,12/5/2025,4496.35,6555.3,-17.2,145.5,9,Tolga,Queensland,Australia
1H0S670SCD0765144,2014,11/20/2013,S670,12/10/2025,3147.65,4867.85,39.2,-100.3,6.096,Hoxie,Kansas,United States
1H0S690SKD0755553,2013,5/23/2013,S690,11/26/2025,3484.95,5294,44.2,-81.3,12.191999,Cargill,Ontario,Canada
1J0S660BVF0110113,2015,10/1/2015,S660,12/10/2025,4674.95,6916.1,-34,-61.6,10.45,Villa Cañás,Santa Fe,Argentina
1J0S670BEF0110155,2016,12/17/2015,S670,12/11/2025,4710.55,7278.7,-35.3,-59.8,12,Norberto de la Riestra,Buenos Aires Province,Argentina
1H0S680SCF0775317,2015,2/9/2015,S680,12/11/2025,6456.8,11673.45,-29.4,23.1,10.66,Siyathemba NU,Northern Cape,South Africa
1J0S670BLG0110218,2016,8/23/2016,S670,12/8/2025,3204.95,4452.45,-33.4,-60.8,8.4,Santa Teresa,Santa Fe,Argentina
1Z0S670AKHP10e50ea9a,2017,1/6/2017,S670,11/14/2025,3206.85,5558.75,46.4,20.9,4.57,Mezőkovácsháza,Békés,Hungary
1H0S680SCE0766034,2014,2/26/2014,S680,6/4/2025,3286.6,5197.8,-26.5,29.3,6.08,Govan Mbeki NU,Mpumalanga,South Africa
1Z0S670ACDM04ffe16fc,2013,2/1/2013,S670,12/10/2025,4926.2495,8721.35,48.8,29.1,5.6,Анциполівка,Vinnytsia Oblast,Ukraine
1J0S660BHH0120129,2017,4/25/2017,S660,11/20/2025,7374.7,13085.7,-23.1,-64.3,11.9,San Ramón de la Nueva Orán,Salta,Argentina
1J0S770BCL0130147,2019,1/7/2020,S770,12/5/2025,4213.5,6009.85,-31.9,-61.8,12,San Jorge,Santa Fe,Argentina
1Z0S670AEHB131c9def4,2017,3/22/2017,S670,12/11/2025,6171.3,9505.3,50.2,33.3,5.4999995,Хитці,Poltava Oblast,Ukraine
1Z0S670AVHA14124dac8,2017,3/7/2017,S670,12/3/2025,3022.4998,4909.8,49.6,26.1,7.3999996,Климківці,Ternopil Oblast,Ukraine
1Z0T660AABM0226c465c,2012,12/1/2011,T660,12/11/2025,5200.0996,9261.05,50,26.6,,Білогородка,Khmelnytskyi Oblast,Ukraine
1Z0T660BCEL0a0b97bba,2015,12/9/2014,T660,12/11/2025,7447.05,11328.2,41.9,-0.3,5.7599998,Grañén,Huesca,Spain
1H0S680STC0747460,2012,8/27/2012,S680,11/25/2025,3314,4767.2,38.5,-102.8,13.716,Eads,Colorado,United States
1Z0S670AVDL04a68d338,2013,4/1/2013,S670,12/11/2025,3418,5622.65,47.6,17.6,6,Győr,Győr-Moson-Sopron,Hungary
1CQS770AHK0130392,2019,12/11/2019,S770,12/10/2025,3687.4,5732.5,-33.5,-58.2,12,Dolores,Soriano,Uruguay
1H0S670SVC0746729,2012,5/4/2012,S670,12/5/2025,4691.5,5693.05,-24.4,150.4,12,Orange Creek,Queensland,Australia
1J0S660BAH0120130,2017,4/26/2017,S660,12/1/2025,3051.45,3924,-31.9,-61.4,,Colonia Belgrano,Santa Fe,Argentina
1Z0S680AJHC105924,2017,3/7/2017,S680,1/7/2025,3471.55,0,-29.6,115.9,13.5,Carnamah,Western Australia,Australia
1Z0S685TTFM045cd432b,2015,6/26/2015,S685,12/10/2025,3240.0498,4795.65,47.8,18.6,9,Mužla,Nitra,Slovakia
1H0S670STD0757756,2013,8/6/2013,S670,11/14/2025,3006.4,4730.05,45.1,-89.7,10.668,Merrill,Wisconsin,United States
1Z0T660BLGL03c3cadf0,2016,3/4/2016,T660,10/14/2025,4409.8496,6431.35,42.3,-4,7.4999995,Iglesias,Burgos,Spain
1H0S680SCC0745724,2012,2/6/2012,S680,11/20/2025,3066.3,4229.7,47.3,-97.9,9.144,Luverne,North Dakota,United States
1CQS670ACF0090424,2015,1/28/2015,S670,12/5/2025,3841.1,5629.05,-25.5,-54.7,12,Ciudad del Este,Alto Paraná,Paraguay
1H0S660SPG07c20e4168,2016,6/15/2016,S660,11/13/2025,3232.8499,5081.45,54.1,63.1,9.143999,,Kostanay,Kazakhstan
1Z0S770AEME12d55a3d7,2021,5/28/2021,S770,12/11/2025,3762.25,6247.65,49.7,28.9,5.6,Махаринці,Vinnytsia Oblast,Ukraine
1J0S670BPJ0120388,2017,3/5/2018,S670,12/11/2025,3149.6,4620.9,-35.6,-62.2,11.9,Curarú,Buenos Aires Province,Argentina
1Z0S670ATHB18d715d25,2017,4/13/2017,S670,12/11/2025,4505.1997,7850.05,51,34.7,5.6,Рогізне,Sumy Oblast,Ukraine
1J0S660BJF0090054,2015,4/27/2015,S660,12/11/2025,3655.7,6234.8,-36.5,-62.7,10.5,Tres Lomas,Buenos Aires Province,Argentina
1J0S770BHL0130154,2019,1/15/2020,S770,12/11/2025,3243.55,4891.65,-34.2,-59.7,12,Duggan,Buenos Aires Province,Argentina
1J0S670BAH0120358,2017,2/14/2018,S670,12/10/2025,4149.75,6407.85,-37.6,-61.3,12.1,Pontaut,Buenos Aires Province,Argentina
1H0S680SJE0766064,2014,3/26/2014,S680,12/11/2025,3195,3977.3,-33.5,119.7,12.2,West River,Western Australia,Australia
1H0S660SEG07393649b1,2016,6/15/2016,S660,10/15/2025,3499.7498,5244.65,51.4,68.4,9.143999,,Akmola,Kazakhstan
1H0S680SAF0775398,2015,2/24/2015,S680,12/2/2025,3114.45,4551.05,38.6,-87,9.144,Montgomery,Indiana,United States
1J0S670BPH0120112,2017,3/6/2017,S670,12/5/2025,3768.15,5867.55,-30.5,-64,10.4,Simbolar,Córdoba,Argentina
1Z0S680AKHC107011,2017,6/22/2017,S680,9/28/2025,3462.2,5073.1,-37.9,143.4,12.18,Mount Bute,Victoria,Australia
1Z0S670ATEL0710a726e,2014,5/1/2014,S670,11/13/2025,3364.95,5025.1,45.4,21.1,9,Banloc,Timiș,Romania
1CQS550ACJ0125141,2018,7/4/2018,S550,11/18/2025,3466.1,5177.9,-24.6,-53.6,8.25,Assis Chateaubriand,Paraná,Brazil
1H0S660SPE0765627,2014,3/21/2014,S660,12/9/2025,3254.55,5332.35,43.3,-80.5,9.144,Bright,Ontario,Canada
1Z0T670AKGL0b56fed85,2016,3/15/2016,T670,10/29/2025,3137.65,4507.3,47.4,19.5,,Gomba,Pest,Hungary
1H0S770SAJ0800865,2018,6/8/2018,S770,12/10/2025,3366.95,4599.05,36.4,-80.8,6.096,Dobson,North Carolina,United States
1J0S660BVF0110144,2016,12/15/2015,S660,11/20/2025,3622.95,5340.45,0,0,10.5,,,
1H0S660SEG07fba9c4f6,2016,6/16/2016,S660,10/20/2025,3805.2998,5258.25,53.6,64.2,9.139999,,Kostanay,Kazakhstan
1H0S690SEE0765432,2014,5/30/2014,S690,12/11/2025,3723.75,5549,-38,142.3,9,Minhamite,Victoria,Australia
1H0S670SKC0755328,2013,12/10/2012,S670,12/11/2025,4604.7,7307.2,-25.9,29.6,9.12,Steve Tshwete NU,Mpumalanga,South Africa
1H0S670SKF0775339,2015,1/26/2015,S670,6/21/2025,3078.8,4999.1,25.8,-108.8,7.3,Ahome,Sinaloa,Mexico
1H0S690SVC0755149,2013,12/13/2012,S690,11/14/2025,3406.45,4602.35,37,-87.9,12.192,Princeton,Kentucky,United States
1CQS660ACJ0125126,2018,5/23/2018,S660,12/11/2025,3064.25,4874.85,-24,-48.7,8.9,Itapeva,São Paulo,Brazil
1H0S680SKD0728d60b03,2013,2/22/2013,S680,12/11/2025,3738,5778.1,44.3,27.7,10,Borcea,Călărași,Romania
1J0S550BHF0105110,2015,10/23/2015,S550,12/11/2025,3885.6,5589.2,-26.6,-61.7,9.45,Lote 33,Chaco,Argentina
1Z0T660AHEE0c93957e8,2014,4/1/2014,T660,10/30/2025,3434.15,4440.85,48,32.6,9.143999,Березуватка,Kirovohrad Oblast,Ukraine
1H0S670STD0765212,2014,12/9/2013,S670,11/28/2025,3485.05,6027.4,40.5,-96.4,9.144,Sterling,Nebraska,United States
1H0S680SCD0756160,2013,3/27/2013,S680,12/11/2025,3224.2,4243.9,-36,143.8,12,Leaghur,Victoria,Australia
1H0S680SEC0746273,2012,5/1/2012,S680,12/11/2025,3262.45,4222.05,-33.8,120.4,12,Jerdacuttup,Western Australia,Australia
1Z0T660BHDL001d88e9f,2013,2/1/2013,T660,9/23/2025,4018.7,6189.85,37.9,-4.8,7.5,Córdoba,Córdoba,Spain
1H0S690STD0765030,2014,11/1/2013,S690,10/9/2025,3483.3499,5025.15,50,-108.8,11.886999,Gull Lake,Saskatchewan,Canada
1CQS680APE0090091,2014,10/7/2014,S680,2/18/2025,4394.85,6646.65,-12.7,-55,12,,Mato Grosso,Brazil
1H0S670SVB0745708,2011,12/17/2011,S670,11/21/2025,3377.4,4416.35,33.7,-98.8,7.62,Holliday,Texas,United States
1Z0S660ALHP19aad553f,2017,3/17/2017,S660,12/11/2025,3361.65,5927.35,42.5,-5.5,6.2,Villaturiel,León,Spain
1H0S670SKF072fe2861a,2015,2/12/2015,S670,11/28/2025,3243.8499,5587.55,48.3,30.1,5.6,Таужне,Kirovohrad Oblast,Ukraine
1J0S660BKF0110107,2015,8/27/2015,S660,10/24/2025,5299.25,7553.2,-33.6,-64.6,9,Coronel Moldes,Córdoba,Argentina
1J0S670BLF0090079,2015,5/5/2015,S670,11/26/2025,3783.15,5759.35,-31.4,-61.7,11.9,Saguier,Santa Fe,Argentina
1CQS680AHG0110644,2016,12/6/2016,S680,12/9/2025,3192.2,5195.05,0,0,10,,,
1H0S670SAE0775037,2015,11/25/2014,S670,12/4/2025,3188.3,4576.4,48.8,-105.8,,Peerless,Montana,United States
1H0S670SCC0748424,2012,9/26/2012,S670,12/1/2025,3374.2,5392.15,39.8,-77.2,6.096,Gettysburg,Pennsylvania,United States
1H0S670SKF0785224,2016,12/21/2015,S670,11/21/2025,3589.9,5047.3,38.5,-100.9,6.096,Scott City,Kansas,United States
1Z0S790ACKF116831,2019,6/13/2019,S790,12/11/2025,3196.55,4924.75,-37.6,143.3,12,Stockyard Hill,Victoria,Australia
1Z0T670BEHP16ef16e2c,2017,5/23/2017,T670,12/11/2025,3010.2,4656.25,46.5,18.4,6.28,Hőgyész,Tolna,Hungary
1Z0W550AHBD083c374e4,2012,12/1/2011,W550,11/18/2025,3511,5601.55,53.3,65.1,8.9,,Kostanay,Kazakhstan
1H0S680SHD0757659,2013,8/19/2013,S680,10/23/2025,3059.3,4404.35,-13.6,28.1,12,,,Zambia
1Z0S660APDL0a1a10ef6,2013,2/1/2013,S660,11/26/2025,3177.95,5427.05,45.1,10.7,7.5,Curtatone,Mantua,Italy
1Z0T660AHEE0e54f5b8b,2015,12/4/2014,T660,10/23/2025,3836.0999,6082.15,47,29.7,7.2,Великоплоске,Odesa Oblast,Ukraine
1J0S680BCH0120162,2017,12/4/2017,S680,12/9/2025,4681.35,7006.55,-27.3,-61.8,13.5,El Bravo,Santiago del Estero,Argentina
1Z0S680AKHC1cdc484e9,2017,3/23/2017,S680,12/4/2025,3275.2998,6315.4,50.1,32.5,8.799999,Бесідівщина,Poltava Oblast,Ukraine
1Z0T560BPDL07df920e5,2014,11/1/2013,T560,7/28/2025,4482.7495,6352.5,42.2,-0.1,6.7,Bierge,Huesca,Spain
1Z0T660BTHP1bdfbdc07,2017,4/10/2017,T660,10/16/2025,3289.3,4927.3,42.4,-4.5,6.5,Villasarracino,Palencia,Spain
1J0S660BJF0110142,2016,12/10/2015,S660,12/10/2025,3765.05,5692.95,-34.2,-59.3,10.5,Capilla del Señor,Buenos Aires Province,Argentina
1Z0S680ALGC102817,2016,7/22/2016,S680,12/11/2025,3376.05,4223.4,-29.8,115.9,12,Carnamah,Western Australia,Australia
1H0S680SKF0775542,2015,4/6/2015,S680,12/11/2025,4429.25,5711.6,-30.3,116.8,12,Dalwallinu,Western Australia,Australia
1H0S670SCE0766528,2014,3/28/2014,S670,12/4/2025,3152,4555,44.8,-99.9,9.144,Onida,South Dakota,United States
1J0S670BPH0120305,2017,11/22/2017,S670,12/11/2025,5346,8799.85,-35.5,-62.3,12.19,Carlos Tejedor,Buenos Aires Province,Argentina
1Z0S680AAGC102606,2016,6/28/2016,S680,1/7/2025,3736.4,5260.8,-38,143.5,13.4,Berrybank,Victoria,Australia
1H0S680SCC0746484,2012,5/24/2012,S680,11/17/2025,3403,4442,-32,147.6,18,Nevertire,New South Wales,Australia
1J0S670BPF0110144,2016,11/19/2015,S670,12/11/2025,5033.9,8152.65,-34.3,-60.1,11.9,Gahan,Buenos Aires Province,Argentina
1J0S680BEG0110177,2016,10/12/2016,S680,12/10/2025,6345.2,9439.4,-30,-62.1,6.096,Colonia Alpina,Santiago del Estero,Argentina
1H0S680SJE0766517,2014,5/12/2014,S680,11/4/2025,3426.15,4804.5,50.4,-112.7,9.144,Lomond,Alberta,Canada
1H0S670SJC0746369,2012,3/22/2012,S670,11/11/2025,3082,4353.35,47.2,-96,6.705,Waubun,Minnesota,United States
1H0S690SCC079d098076,2012,5/30/2012,S690,12/11/2025,5943.1997,10580.35,49.7,27.6,8.4,Гречана,Khmelnytskyi Oblast,Ukraine
1H0S670SCE0765730,2014,2/19/2014,S670,8/23/2025,3514.25,4950.2,32.6,-114.7,9.144,Somerton,Arizona,United States
1H0S670SLC0746362,2012,3/20/2012,S670,9/29/2025,3460.45,5121.6,49.7,-104,12.192,McTaggart,Saskatchewan,Canada
1J0S660BCH0120254,2017,11/14/2017,S660,10/15/2025,6167.1,9116.1,-27.4,-58.9,9,Resistencia,Chaco,Argentina
1J0S780BCL0130115,2019,1/13/2020,S780,11/12/2025,3293.05,4701.55,-26.8,-64.5,10.5,Pozo Hondo,Santiago del Estero,Argentina
1H0S660SAD0755444,2013,1/18/2013,S660,11/12/2025,3047.7,3958.05,42.4,-95.2,10.668,Odebolt,Iowa,United States
1Z0W540AEDD099a39ebf,2014,11/1/2013,W540,10/14/2025,3445.95,6062.6,50.5,81.1,12,,Abai,Kazakhstan
1J0S660BKE0090021,2014,12/19/2014,S660,12/11/2025,4560.2,7340.3,-33.1,-62.2,10.5,Camilo Aldao,Córdoba,Argentina
1Z0S690AEGC102602,2016,6/28/2016,S690,12/7/2025,3100.7,4166.55,-30,148.7,12,Burren Junction,New South Wales,Australia
1H0S680SJD0755404,2013,1/10/2013,S680,11/20/2025,3187.25,4644.5,37.1,-87.2,12.192,Greenville,Kentucky,United States
1H0S690SLD0755527,2013,5/18/2013,S690,11/25/2025,3577.1,5148.8,48.5,-100.6,13.564,Bantry,North Dakota,United States
1Z0S660AAEA08c6aa9de,2014,3/1/2014,S660,10/29/2025,3470.7998,5965.85,48,29.3,7,Стримба,Odesa Oblast,Ukraine
1CQS660ALG0110341,2016,3/15/2016,S660,12/9/2025,3054.1,2751.55,-11.6,-56.2,9.144,,Mato Grosso,Brazil
1H0S660SEG0785181,2016,5/6/2016,S660,12/4/2025,3318.75,4660.45,43.5,-80.8,9.144,Wellesley,Ontario,Canada
1J0S660BEJ0125113,2018,11/16/2018,S660,12/4/2025,3168.55,4533.05,0,0,10.5,,,
1J0S780BTM0140114,2021,9/23/2021,S780,12/3/2025,3230.65,4377,-31.2,-63.4,13.7,Santa Rosa de Río Primero,Córdoba,Argentina
1Z0T560BLJR1269f47ca,2018,1/25/2018,T560,8/24/2025,3258.65,5037.45,41.7,2.4,,Sant Pere de Vilamajor,Barcelona,Spain
1CQS670APE0090120,2014,7/1/2014,S670,4/25/2025,3487.25,5149.85,-8.3,-45.3,12,,Piauí,Brazil
1Z0S660AEFP075745dc1,2015,2/9/2015,S660,11/30/2025,3341,6236.05,40.3,21.9,7.62,Vathylakkos,Western Macedonia,Greece
1H0S670SVB0745501,2011,10/28/2011,S670,10/16/2025,3369.05,8062.85,4.3,-71.6,10.668,Puerto Gaitán,Meta,Colombia
1H0S680SED0757386,2013,7/29/2013,S680,11/10/2025,3244.8,4753.35,39.5,-97.5,12.192,Concordia,Kansas,United States
1J0S670BVF0090077,2015,5/13/2015,S670,12/5/2025,5115.7,6857.85,-31.2,-61.7,12,Presidente Roca,Santa Fe,Argentina
1Z0T560BTCJ0d4314e5c,2013,11/1/2012,T560,8/14/2025,3144.6,4402.65,42.7,-1.5,6.5,Monreal,Navarre,Spain
1J0S770BPK0130112,2019,6/28/2019,S770,12/11/2025,3860.2,5493.15,-38.2,-59.3,10.5,Cooper,Buenos Aires Province,Argentina
1Z0W550ACBD03f1447cb,2012,12/1/2011,W550,10/31/2025,4135.4497,6418.25,54.3,65.3,9.143999,,Kostanay,Kazakhstan
1H0S670SLE0766680,2014,5/31/2014,S670,12/11/2025,3313.15,4180.7,-35.9,143.3,13.5,Kalpienung,Victoria,Australia
1J0S670BHE0090020,2014,1/20/2015,S670,12/4/2025,5038.3,7565.85,-33.2,-60.8,12.1,Carmen del Sauce,Santa Fe,Argentina
1J0S670BCH0120275,2017,10/14/2017,S670,12/11/2025,5007.4,6910.45,-38.5,-60.3,12,Tres Arroyos,Buenos Aires Province,Argentina
1J0S770BHL0135113,2020,9/21/2020,S770,12/11/2025,3076.25,4320.65,-38.5,-59.9,12.1,San Cayetano,Buenos Aires Province,Argentina
1J0S680BVF0110107,2015,8/21/2015,S680,11/26/2025,4674.95,6625.6,-30.9,-63.1,12,Villa Fontana,Córdoba,Argentina
1Z0T670BPDM0d07e50eb,2013,4/1/2013,T670,11/25/2025,3419.4,5567.95,42.9,-3.3,6,Valle de Losa,Burgos,Spain
1H0S670SEE0766245,2014,3/14/2014,S670,12/6/2025,4104.2,5821.15,-23.6,148.2,12.5,Emerald,Queensland,Australia
1Z0S660ACFA1e39d1f74,2016,12/1/2015,S660,9/30/2025,3583.7498,5580.05,48.7,31.9,8.7,Веселівка,Kirovohrad Oblast,Ukraine
1CQS550ATK0125675,2018,2/26/2019,S550,6/11/2025,3639.45,5812.5,-3.4,-47.4,7,,Pará,Brazil
1Z0S660AKHA177a84b42,2017,6/21/2017,S660,12/11/2025,3361.7498,4693.8,49.5,31.6,5.6,Яснозір'я,Cherkasy Oblast,Ukraine
1J0S660BPF0110123,2015,10/9/2015,S660,12/9/2025,5362.5,7591.35,-32.6,-59.3,10.45,Gobernador Mansilla,Entre Ríos,Argentina
1J0S680BEF0110100,2015,7/11/2015,S680,12/11/2025,3143.1,4696.25,-34.1,-60.7,12,Carabelas,Buenos Aires Province,Argentina
1Z0S680ACHC107263,2017,7/13/2017,S680,12/11/2025,3115.4,4018.3,-35,147,12,Currawarna,New South Wales,Australia
1J0S660BKG0110156,2016,2/23/2016,S660,12/2/2025,3347.35,4412.1,-37.7,-59.3,10.45,Barker,Buenos Aires Province,Argentina
1H0S670SJF0776055,2015,6/12/2015,S670,12/9/2025,4024.35,5032.4,-29.7,116,12.2,Carnamah,Western Australia,Australia
1J0S670BLJ0120397,2017,3/13/2018,S670,12/11/2025,3429.3,4637.15,-34.1,-61.4,12,Arribeños,Buenos Aires Province,Argentina
1J0S680BAG0110160,2016,8/30/2016,S680,12/11/2025,4111.95,6037.45,-33.4,-62.3,12,Cavanagh,Córdoba,Argentina
1Z0S670ALFP023523987,2015,2/13/2015,S670,9/30/2025,3446.1,5243.75,45.7,18.5,7.6,Bolman,Osijek-Baranja,Croatia
1Z0S670APHB1ac5860fa,2017,3/29/2017,S670,11/25/2025,3398.9,5126.9,48.6,25.4,7.3999996,Сороки,Ivano-Frankivsk Oblast,Ukraine
1Z0S680AAHC106267,2017,4/10/2017,S680,12/11/2025,3021.85,3735.5,-29.7,116,12,Carnamah,Western Australia,Australia
1Z0S660ATFA00ebbf2df,2015,3/18/2015,S660,12/8/2025,3873.4998,5530.65,48.4,31.8,5.6,Далеке,Kirovohrad Oblast,Ukraine
1CQS680AAE0090082,2014,9/30/2014,S680,11/14/2025,3986.4,5891.35,-28.5,-53.6,9.144,,Rio Grande do Sul,Brazil
1H0S680SPD0757182,2013,7/8/2013,S680,10/25/2025,3490.15,5243.9,48.4,-99.5,11.735,York,North Dakota,United States
1J0S680BEH0120158,2017,10/26/2017,S680,12/11/2025,3717.5,5279.5,-32.7,-59.9,,Pueblito Norte,Entre Ríos,Argentina
1H0S670SCC0746818,2012,5/14/2012,S670,12/11/2025,3660.65,5427.8,-37.4,143.4,12,Beaufort,Victoria,Australia
1H0S680SCF0775780,2015,4/10/2015,S680,11/25/2025,3445.5,4125.15,42.5,-90,9.144,Warren,Illinois,United States
1J0S670BJH0120209,2017,8/9/2017,S670,12/11/2025,4696,6667,-26.3,-61.3,10.92,Lote 33,Chaco,Argentina
1H0S660SHF0775666,2015,9/14/2015,S660,11/1/2025,4104.25,6115.4,-24.6,29.2,11.2,Mookgopong Munic NU,Limpopo,South Africa
1J0S670BCH0120180,2017,6/8/2017,S670,12/5/2025,3405.8,4496.95,-33,-60.9,7.35,Zavalla,Santa Fe,Argentina
1J0S680BKF0110121,2015,9/23/2015,S680,12/11/2025,6027.2,8348.1,-34.3,-61.7,12.1,Teodelina,Santa Fe,Argentina
1J0S670BTG0110306,2016,12/23/2016,S670,12/11/2025,4439.85,7470.9,-35.3,-60.2,12,Gobernador Ugarte,Buenos Aires Province,Argentina
1J0S680BKG0110184,2016,11/17/2016,S680,12/11/2025,5189.85,7152.3,-37.8,-62.2,12.1,Pigüé,Buenos Aires Province,Argentina
1H0S660SHD0756502,2013,8/7/2013,S660,11/6/2025,3796.85,5527.15,0,0,,,,
1H0S670SCE0765654,2014,2/18/2014,S670,11/15/2025,3290.55,5218.9,40.5,-103,9.144,Sterling,Colorado,United States
1J0S660BAG0110258,2016,1/26/2017,S660,12/11/2025,4473.25,6228.15,-31.8,-64.3,10.67,Anisacate,Córdoba,Argentina
1CQS660ACJ0125210,2018,7/6/2018,S660,12/10/2025,3508.3,6195.5,-13.6,-50.2,7,,Goiás,Brazil
1J0S670BAF0110118,2015,9/2/2015,S670,12/11/2025,4696.75,6426.05,-35.1,-64.3,9.144,Realicó,La Pampa,Argentina
1Z0S680AVGC1df2fde22,2016,5/19/2016,S680,12/10/2025,6097.0996,9719.5,49.2,30,11,Житники,Cherkasy Oblast,Ukraine
1CQS660ALE0090279,2014,10/22/2014,S660,12/11/2025,3933.85,6039.15,-25.1,-50.7,6.75,,Paraná,Brazil
1Z0S660ACHB106656,2017,5/19/2017,S660,12/11/2025,3802.85,4638.25,-30.3,117.5,12.05,Mollerin,Western Australia,Australia
1Z0S670ACGC102525,2016,6/17/2016,S670,12/4/2025,3712.25,5182.95,-24.3,149.8,12,Alberta,Queensland,Australia
1J0S670BCF0090037,2015,2/10/2015,S670,12/10/2025,9999,16408.95,0,0,12,,,
1Z0T660ACGE00c2c79be,2016,3/9/2016,T660,12/9/2025,4455.3,6924.95,49.1,30.6,5.6,Ризине,Cherkasy Oblast,Ukraine
1Z0T660APFE01254458f,2016,11/27/2015,T660,10/29/2025,4457.8496,7494.95,47.2,30,9,Володимирівка,Odesa Oblast,Ukraine
1H0S670SAE0766595,2014,5/15/2014,S670,1/17/2025,3231.45,4692.65,-23.6,148.5,12,Comet,Queensland,Australia
1J0S550BLH0120143,2017,9/27/2017,S550,12/4/2025,3014.6,4169.2,-32,-58.7,9,Colonia Santa Rosa,Entre Ríos,Argentina
1Z0S680AAHC106270,2017,4/10/2017,S680,12/10/2025,3097.35,3894.75,-34.8,147.6,12,Marinna,New South Wales,Australia
1H0S670STC0747484,2012,7/12/2012,S670,10/28/2025,3081.1,4913.65,45.5,-72.3,10.668,Valcourt,Quebec,Canada
1H0S680SPD0756596,2013,5/14/2013,S680,12/11/2025,3542.75,4889.7,-34.7,145.6,12,Coleambally,New South Wales,Australia
1H0S690SPDT755579,2013,5/30/2013,S690,12/1/2025,4540.9,6284.1,-30.6,148.2,12,Wingadee,New South Wales,Australia
1H0S680SHD0765678,2014,12/9/2013,S680,11/17/2025,3062.8,4330.05,35.2,-92.8,9.144,Atkins,Arkansas,United States
1Z0T560BLDH0b569b532,2013,2/1/2013,T560,12/7/2025,6539,12019.6,40,-5.4,6,Talayuela,Cáceres,Spain
1Z0T670ACGE0a3776cf4,2016,2/17/2016,T670,7/7/2025,3522.0999,6167.05,49.5,36.1,9,Троїцьке,Kharkiv Oblast,Ukraine
1CQS660APE0090192,2014,8/26/2014,S660,11/26/2025,3144,4537.6,-12.9,-55.8,8,Sorriso,Mato Grosso,Brazil
1CQS770AJM0135541,2020,3/31/2021,S770,12/9/2025,3255.1,4950.8,-33.6,-58.2,12,Dolores,Soriano,Uruguay
1Z0S660ACDL090fe7b3b,2013,3/1/2013,S660,10/20/2025,3516.2498,5498.95,47,20.4,7.6,Mezőhék,Jász-Nagykun-Szolnok,Hungary
1J0S660BEH0120178,2017,7/20/2017,S660,12/11/2025,6818.4,10229.95,-37.2,-63,12,Yutuyaco,Buenos Aires Province,Argentina
1H0S670STC0745959,2012,1/26/2012,S670,11/25/2025,3017.2,4690.85,32.6,-115,9.144,Mexicali,Baja California,Mexico
1H0S680SKC0747235,2012,8/2/2012,S680,11/21/2025,3229.95,4563.2,47.2,-98.9,13.716,Pingree,North Dakota,United States
1H0S690SLD0755379,2013,3/24/2013,S690,12/5/2025,3128.2,5017.9,43.1,-83.5,6.096,Davison,Michigan,United States
1J0S660BEF0110103,2015,8/14/2015,S660,12/10/2025,4004.6,6763.5,-33.3,-62,9.4,Chañar Ladeado,Santa Fe,Argentina
1Z0S660AEGP100257,2016,1/28/2016,S660,12/11/2025,4074.85,6352,43.1,27.1,4.2,Кълново,Shumen,Bulgaria
1CQS680ACF0090307,2015,3/9/2015,S680,9/25/2025,3988,7365.6,-12.6,-55.1,,,Mato Grosso,Brazil
1H0S680SED0755489,2013,1/18/2013,S680,11/25/2025,3159.85,4175.45,45.5,-101.2,9.144,Isabel,South Dakota,United States
1H0S680SCF0776900,2015,9/14/2015,S680,12/11/2025,3120.65,4347.75,-36.2,142.9,12,Massey,Victoria,Australia
1J0S660BEH0120276,2017,1/31/2018,S660,12/10/2025,3747.2,5781.3,-34.9,-60,10.5,Chivilcoy,Buenos Aires Province,Argentina
1Z0W540ACFD06e8684a5,2015,7/10/2015,W540,10/18/2025,4072.2998,5533.8,51.7,70.4,9.143999,,Akmola,Kazakhstan
1H0S680SCD0757793,2013,9/5/2013,S680,12/11/2025,3099.3,4379.35,0,0,12.2,,,
1J0S660BCH0120142,2017,5/5/2017,S660,11/29/2025,3091.15,4470.55,-32.9,-61,10.5,San Jeronimo Sur,Santa Fe,Argentina
1Z0S670ACHB107058,2017,6/27/2017,S670,12/10/2025,3584,5540.85,-29.4,150,12,Moree,New South Wales,Australia
1Z0S680ACFM0cba75ac9,2015,7/3/2015,S680,12/10/2025,3008.5,4479.7,47,0.8,7.7,Paulmy,Indre-et-Loire,France
1Z0S680AJHC1bbc1c513,2017,4/12/2017,S680,12/1/2025,5895,9987.95,49.4,31,10.2,Сидорівка,Cherkasy Oblast,Ukraine
